00:00:01,171 INFO  [com.debs.api.rest.ShippingInfoHandler] (http-executor-threads - 172) POST /cart/@self/shipping_info
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) catalogId=10001
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) langId=-1
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) allocate=***
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) shipModeId=15505
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) storeId=10701
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) requesttype=ajax
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) backorder=***
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) remerge=***
00:00:01,176 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) check=*n
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) post time taken(ms): 1428
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: JSESSIONID][value: 0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: SSLB][value: 0][domain: .debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: WC_ACTIVEPOINTER][value: %2d1%2c10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: WC_AUTHENTICATION_55111126][value: 55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: WC_PERSISTENT][value: 9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: WC_SESSION_ESTABLISHED][value: true][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: WC_USERACTIVITY_55111126][value: 55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,604 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) response cookie after execution : ----[version: 0][name: origin_dc][value: cov][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) updating local session...
00:00:02,605 INFO  [com.debs.api.rest.RemoteStateHelper] (http-executor-threads - 172) ...got existing session dhynmP4zN6DnSSibcd1OLTMG.api01:api01
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: JSESSIONID][value: 0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: SSLB][value: 0][domain: .debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: WC_ACTIVEPOINTER][value: %2d1%2c10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: WC_AUTHENTICATION_55111126][value: 55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: WC_PERSISTENT][value: 9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: WC_SESSION_ESTABLISHED][value: true][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: WC_USERACTIVITY_55111126][value: 55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) response cookie:[version: 0][name: origin_dc][value: cov][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) ...local session updated dhynmP4zN6DnSSibcd1OLTMG.api01:api01
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) remote state...
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) jsessionId=0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655:authenticationId=55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d:userId=55111126:activityId=55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d:localJsessionId=dhynmP4zN6DnSSibcd1OLTMG.api01:api01:activePointer=%2d1%2c10701:persistent=9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701:sessionEstablished=true:channel=iPhone-OS-0-0-1407970779-6200_0:anonymous=false:wcauthenticated=true:wcregistered=true:paymentInstruction:null:anonymousCart:nullanonymousPromoCodes:null
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) ...processing response
00:00:02,605 INFO  [com.debs.api.rest.commerce.AbstractCommerceResponse] (http-executor-threads - 172) processResponseFile
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractCommerceJSONResponse] (http-executor-threads - 172) parse data for JSON response
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractCommerceJSONResponse] (http-executor-threads - 172) parse data for JSON response -- no error code
00:00:02,606 INFO  [com.debs.api.session.WCKioskCart] (http-executor-threads - 172) I have been notified of an update...
00:00:02,606 INFO  [com.debs.api.session.WCKioskCart] (http-executor-threads - 172) UpdateShippingInfoResponse, so invalidate my data
00:00:02,606 INFO  [com.debs.api.session.WCKioskCart] (http-executor-threads - 172) ...data invalidated
00:00:02,606 INFO  [com.debs.api.session.WCCartShipping] (http-executor-threads - 172) I have been notified of an update...
00:00:02,606 INFO  [com.debs.api.session.WCCartShipping] (http-executor-threads - 172) UpdateShippingInfoResponse, so invalidate my data
00:00:02,606 INFO  [com.debs.api.session.WCCartShipping] (http-executor-threads - 172) ...data invalidated
00:00:02,606 INFO  [com.debs.api.session.WCCartPayment] (http-executor-threads - 172) I have been notified of an update...
00:00:02,606 INFO  [com.debs.api.session.WCCart] (http-executor-threads - 172) I have been notified of an update...
00:00:02,606 INFO  [com.debs.api.session.WCCart] (http-executor-threads - 172) UpdateShippingInfoResponse, so invalidate my data
00:00:02,606 INFO  [com.debs.api.session.WCCart] (http-executor-threads - 172) ...data invalidated
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:remerge=***
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:check=*n
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:calculationUsage=-1,-2,-3,-4,-5,-6,-7
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:allocate=***
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:addressId=7309300
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) passed para:orderId=722511689
00:00:02,606 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) ...found remoteState object jsessionId=0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655:authenticationId=55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d:userId=55111126:activityId=55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d:localJsessionId=dhynmP4zN6DnSSibcd1OLTMG.api01:api01:activePointer=%2d1%2c10701:persistent=9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701:sessionEstablished=true:channel=iPhone-OS-0-0-1407970779-6200_0:anonymous=false:wcauthenticated=true:wcregistered=true:paymentInstruction:null:anonymousCart:nullanonymousPromoCodes:null
00:00:02,607 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) ...passed WCTrustedToken
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) Request cookies...
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: JSESSIONID][value: 0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: WC_ACTIVEPOINTER][value: %2d1%2c10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: WC_AUTHENTICATION_55111126][value: 55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: WC_PERSISTENT][value: 9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: WC_SESSION_ESTABLISHED][value: true][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) [version: 0][name: WC_USERACTIVITY_55111126][value: 55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 172) ...done
00:00:02,607 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) Checking authToken false,55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d
00:00:02,607 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 172) no internal parameters
00:00:02,607 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) postFieldsInBody:true for https://www.debenhams.com/webapp/wcs/stores/servlet/AjaxDebsShipmodeAddressUpdateCmd
00:00:02,607 INFO  [com.debs.api.http.DebHttpClient] (http-executor-threads - 172) returning instance of httpclient object
00:00:02,607 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: JSESSIONID][value: 0000hUbWl3PE9BNm0R0fbDpr3-G:17pe9t655][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: WC_ACTIVEPOINTER][value: %2d1%2c10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: WC_AUTHENTICATION_55111126][value: 55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,607 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: WC_PERSISTENT][value: 9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: WC_SESSION_ESTABLISHED][value: true][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) Request cookie before execution ----[version: 0][name: WC_USERACTIVITY_55111126][value: 55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d][domain: www.debenhams.com][path: /][expiry: null]
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) post invoked with URL: https://www.debenhams.com/webapp/wcs/stores/servlet/AjaxDebsShipmodeAddressUpdateCmd
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) parameters...
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) remerge=***
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) check=*n
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) calculationUsage=-1,-2,-3,-4,-5,-6,-7
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) catalogId=10001
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) langId=-1
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) allocate=***
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) storeId=10701
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) requesttype=ajax
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) addressId=7309300
00:00:02,608 INFO  [com.debs.api.http.DebHttpInvoker] (http-executor-threads - 172) orderId=722511689
00:00:03,288 INFO  [com.debs.api.rest.PreProcessorIdentity] (http-executor-threads - 168) state is null
00:00:03,288 INFO  [com.debs.api.rest.MTPCartHandler] (http-executor-threads - 168) GET /cart/@self/r2_0
00:00:03,289 INFO  [com.debs.api.rest.MTPCartHandler] (http-executor-threads - 168) beginIndex: 0
00:00:03,289 INFO  [com.debs.api.rest.MTPCartHandler] (http-executor-threads - 168) pageSize: 20
00:00:03,289 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 168) ...found remoteState object jsessionId=0000sY_1Up8idAoyMIgGyCdNnWh:15ju9psui:authenticationId=55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d:userId=55111126:activityId=55111126%2c10701%2c0%2cnull%2c1407970778782%2c1407972578782%2cnull%2cnull%2cnull%2cnull%2cw0tZYwRdkkCjv5a0QOjl8%2fCoEhkeTCo4v58dROdP2ZBZ4YaYUXehnIulm%2fSfVOIafrQcOjeqYVUh%0angzWU6BCU%2fEP1OI%2bgJ6fakQ7srUg0FtYu5GbtYFsiN%2bjYetAhfpjgvPNSQwTwmNvPArdxuisugGK%0avkbYyh3jjzsJtLhaahU%3d:localJsessionId=dhynmP4zN6DnSSibcd1OLTMG.api01:api01:activePointer=%2d1%2c10701:persistent=9PdRUVC6ni2NepeZ5JLGsHAd0%2fs%3d%0a%3b2014%2d08%2d13+23%3a59%3a38%2e78%5f1367138859935%2d239013%5f10701:sessionEstablished=true:channel=iPhone-OS-0-0-1407970779-6200_0:anonymous=false:wcauthenticated=true:wcregistered=true:paymentInstruction:null:anonymousCart:nullanonymousPromoCodes:null
00:00:03,289 INFO  [com.debs.api.rest.commerce.AbstractWCSimpleHandler] (http-executor-threads - 168) ...passed WCTrustedToken
00:00:03,289 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 168) Request cookies...
00:00:03,289 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 168) [version: 0][name: JSESSIONID][value: 0000sY_1Up8idAoyMIgGyCdNnWh:15ju9psui][domain: www.debenhams.com][path: /][expiry: null]
00:00:03,289 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 168) [version: 0][name: WC_ACTIVEPOINTER][value: %2d1%2c10701][domain: www.debenhams.com][path: /][expiry: null]
00:00:03,289 INFO  [com.debs.api.http.WCCookieHelper] (http-executor-threads - 168) [version: 0][name: WC_AUTHENTICATION_55111126][value: 55111126%2ct8qv%2bAYRDP1ylYhbTyhDTPX0QII%3d][domain: www.debenhams.com][path: /][expiry: null]
